Epochs,Loss
1,2.2989
2,2.2771
3,2.2748
4,2.2768
5,2.2737
6,2.2392
7,2.2281
8,2.2271
9,2.2094
10,2.2019
11,2.1785
12,2.1585
13,2.1451
14,2.1429
15,2.1182
16,2.0672
17,2.0608
18,2.0174
19,2.0201
20,2.0296
21,1.9858
22,1.956
23,1.9708
24,1.9263
25,1.878
26,1.8922
27,1.8479
28,1.8491
29,1.8783
30,1.8209
31,1.8574
32,1.8057
33,1.7871
34,1.7761
35,1.7729
36,1.7661
37,1.7862
38,1.7924
39,1.7511
40,1.7754
41,1.7423
42,1.7669
43,1.751
44,1.7294
45,1.7242
46,1.7501
47,1.7804
48,1.7243
49,1.7173
50,1.703
51,1.7235
52,1.7177
53,1.6883
54,1.7034
55,1.694
56,1.6992
57,1.698
58,1.6696
59,1.7032
60,1.658
61,1.6711
62,1.6246
63,1.6756
64,1.6788
65,1.6555
66,1.6566
67,1.6345
68,1.6576
69,1.6619
70,1.6327
71,1.6196
72,1.6278
73,1.6461
74,1.6065
75,1.6271
76,1.6438
77,1.6458
78,1.651
79,1.6109
80,1.5725
81,1.6099
82,1.6322
83,1.6237
84,1.6508
85,1.611
86,1.6001
87,1.627
88,1.6074
89,1.6159
90,1.6192
91,1.6113
92,1.6205
93,1.6232
94,1.5939
95,1.617
96,1.6013
97,1.6068
98,1.5861
99,1.5767
100,1.5696
101,1.5697
102,1.5843
103,1.6005
104,1.6253
105,1.6042
106,1.5655
107,1.568
108,1.5721
109,1.5845
110,1.5785
111,1.584
112,1.6107
113,1.5546
114,1.6127
115,1.5595
116,1.5806
117,1.5992
118,1.5517
119,1.5485
120,1.6144
121,1.5558
122,1.5576
123,1.5827
124,1.5921
125,1.5532
126,1.563
127,1.5598
128,1.5667
129,1.5619
130,1.5542
131,1.5703
132,1.5611
133,1.5622
134,1.5671
135,1.613
136,1.6049
137,1.5787
138,1.5372
139,1.5916
140,1.5568
141,1.574
142,1.5359
143,1.5554
144,1.5299
145,1.5408
146,1.5762
147,1.5484
148,1.5906
149,1.5638
150,1.5455
151,1.5521
152,1.5574
153,1.5731
154,1.5709
155,1.5386
156,1.5567
157,1.5465
158,1.567
159,1.5742
160,1.5824
161,1.5333
162,1.5526
163,1.5324
164,1.5861
165,1.5534
166,1.5512
167,1.5723
168,1.5172
169,1.5359
170,1.5418
171,1.5425
172,1.5601
173,1.5133
174,1.5499
175,1.5202
176,1.5299
177,1.5385
178,1.5559
179,1.5719
180,1.5395
181,1.5365
182,1.5387
183,1.5584
184,1.5337
185,1.5717
186,1.5535
187,1.5734
188,1.542
189,1.5273
190,1.5291
191,1.5638
192,1.5345
193,1.5512
194,1.5309
195,1.5122
196,1.548
197,1.5109
198,1.5214
199,1.5667
200,1.517
