Epochs,Loss
1,3.1894
2,2.4625
3,2.1016
4,2.2469
5,2.248
6,2.1289
7,2.2118
8,2.0739
9,2.0429
10,1.8795
11,1.7044
12,1.703
13,1.8429
14,1.7962
15,1.5385
16,1.7333
17,1.684
18,1.6014
19,1.6044
20,1.5455
21,1.5151
22,1.311
23,1.3331
24,1.3582
25,1.2122
26,1.3301
27,1.19
28,1.4572
29,1.5047
30,1.3739
31,1.1764
32,1.2989
33,1.2289
34,1.1921
35,1.0683
36,1.0856
37,1.1982
38,1.0852
39,0.9809
40,1.0932
41,0.8408
42,0.6605
43,0.8583
44,0.8144
45,0.7244
46,0.5438
47,0.7397
48,0.7572
49,0.7952
50,0.645
51,0.6763
52,0.7042
53,0.7592
54,0.6714
55,0.6989
56,0.6726
57,0.5529
58,0.7365
59,0.6066
60,0.5525
61,0.9561
62,0.4509
63,0.4177
64,0.5179
65,0.5822
66,0.5501
67,0.4688
68,0.675
69,0.6489
70,0.5629
71,0.3711
72,0.4515
73,0.3476
74,0.4422
75,0.5224
76,0.5783
77,0.5583
78,0.547
79,0.4291
80,0.4146
81,0.5076
82,0.5446
83,0.3498
84,0.5552
85,0.4906
86,0.4217
87,0.5023
88,0.4791
89,0.3777
90,0.4683
91,0.3825
92,0.5154
93,0.393
94,0.3244
95,0.3409
96,0.4009
97,0.3797
98,0.2897
99,0.4783
100,0.4601
