Epochs,Loss
1,2.3136
2,2.2977
3,2.2909
4,2.3157
5,2.3134
6,2.3097
7,2.2997
8,2.3082
9,2.2977
10,2.3079
11,2.3026
12,2.3153
13,2.3015
14,2.2939
15,2.3116
16,2.3023
17,2.2968
18,2.306
19,2.285
20,2.2937
21,2.2865
22,2.3009
23,2.2921
24,2.2973
25,2.2987
26,2.3043
27,2.2843
28,2.2883
29,2.2964
30,2.3029
31,2.2923
32,2.2923
33,2.2908
34,2.2932
35,2.2927
36,2.2931
37,2.2825
38,2.2839
39,2.2755
40,2.2889
41,2.29
42,2.2828
43,2.2824
44,2.2948
45,2.2806
46,2.2837
47,2.2654
48,2.2893
49,2.2926
50,2.2731
51,2.2766
52,2.2826
53,2.2831
54,2.2975
55,2.2829
56,2.292
57,2.2512
58,2.2763
59,2.2736
60,2.2773
61,2.2819
62,2.2645
63,2.2574
64,2.2527
65,2.2607
66,2.2595
67,2.2528
68,2.2637
69,2.2661
70,2.2547
71,2.2425
72,2.2531
73,2.2578
74,2.2255
75,2.2245
76,2.2422
77,2.2343
78,2.2134
79,2.2189
80,2.2092
81,2.1957
82,2.204
83,2.1765
84,2.1818
85,2.1441
86,2.173
87,2.1689
88,2.1294
89,2.1564
90,2.1133
91,2.0885
92,2.1281
93,2.111
94,2.0987
95,2.0471
96,2.062
97,2.0691
98,2.0373
99,2.0354
100,2.0253
