Epochs,Loss
1,2.7705
2,2.4601
3,2.3645
4,2.2696
5,2.2759
6,2.2585
7,2.2272
8,2.0601
9,2.1409
10,1.9073
11,2.1176
12,2.0592
13,1.8375
14,1.8363
15,1.927
16,1.8174
17,1.8043
18,1.7089
19,1.8034
20,1.4839
21,1.6642
22,1.4876
23,1.7129
24,1.4276
25,1.8677
26,1.4707
27,1.4655
28,1.4489
29,1.4181
30,1.3297
31,1.2834
32,1.468
33,1.239
34,1.1205
35,1.1062
36,1.2283
37,1.1662
38,1.2028
39,1.1202
40,1.3317
41,1.108
42,1.1547
43,1.0042
44,1.0659
45,1.0311
46,1.1196
47,0.9472
48,0.7352
49,0.9049
50,0.9423
51,1.0627
52,1.1144
53,0.9096
54,0.8147
55,1.0501
56,0.8791
57,0.8505
58,0.8616
59,0.8794
60,1.0268
61,1.2012
62,0.9927
63,1.0645
64,1.0034
65,0.7054
66,0.7776
67,0.8054
68,0.8114
69,0.6045
70,0.6388
71,1.0134
72,1.031
73,0.5164
74,0.6316
75,0.8059
76,1.0074
77,0.8131
78,1.0769
79,0.6728
80,0.7792
81,0.9253
82,1.166
83,0.7313
84,1.0279
85,0.6784
86,1.0121
87,0.7604
88,0.6948
89,0.5217
90,0.5102
91,0.562
92,0.661
93,0.8932
94,0.6019
95,0.5583
96,0.4817
97,0.8735
98,0.5199
99,0.6388
100,0.6454
