Epochs,Loss
1,2.6232
2,2.3421
3,2.3142
4,2.2949
5,2.0867
6,2.2696
7,2.1195
8,1.9096
9,1.9635
10,1.8955
11,1.9171
12,1.6447
13,1.5675
14,1.7905
15,1.7026
16,1.4004
17,1.4279
18,1.3095
19,1.0487
20,1.1456
21,1.1648
22,1.098
23,1.2564
24,1.0178
25,1.2783
26,1.1734
27,0.766
28,0.9372
29,0.9128
30,0.8561
31,1.0514
32,0.7163
33,0.8527
34,1.0259
35,0.8301
36,0.8936
37,0.7526
38,0.6241
39,0.505
40,0.5398
41,0.6813
42,0.6179
43,0.7734
44,0.7648
45,0.5442
46,0.7321
47,0.529
48,0.6289
49,0.4677
50,0.5422
51,0.5097
52,0.6554
53,0.8434
54,0.6224
55,0.4852
56,0.59
57,0.8575
58,0.2918
59,0.9176
60,0.5619
61,0.6686
62,0.4805
63,0.4645
64,0.3125
65,0.5432
66,0.5622
67,0.5181
68,0.4254
69,0.7807
70,0.7381
71,0.5571
72,0.6107
73,0.4705
74,0.4711
75,0.5153
76,0.4432
77,0.306
78,0.4133
79,0.2996
80,0.4414
81,0.3992
82,0.3518
83,0.5336
84,0.2005
85,0.1707
86,0.6491
87,0.5455
88,0.4116
89,0.3473
90,0.4525
91,0.3872
92,0.3198
93,0.4983
94,0.2847
95,0.4382
96,0.4437
97,0.2669
98,0.288
99,0.4425
100,0.343
