Epochs,Loss
1,2.3011
2,2.3005
3,2.302
4,2.2974
5,2.3071
6,2.3003
7,2.2978
8,2.3143
9,2.3
10,2.3017
11,2.3151
12,2.3017
13,2.3062
14,2.3079
15,2.2986
16,2.3044
17,2.2981
18,2.2873
19,2.3088
20,2.3069
21,2.2972
22,2.2953
23,2.2957
24,2.299
25,2.2878
26,2.304
27,2.2973
28,2.2991
29,2.302
30,2.3015
31,2.2977
32,2.2886
33,2.299
34,2.2945
35,2.2943
36,2.3025
37,2.2993
38,2.3008
39,2.303
40,2.2898
41,2.2977
42,2.2938
43,2.2947
44,2.299
45,2.2938
46,2.3054
47,2.2984
48,2.304
49,2.2933
50,2.2949
51,2.3001
52,2.2957
53,2.2927
54,2.289
55,2.2992
56,2.2917
57,2.3016
58,2.2944
59,2.2912
60,2.2914
61,2.2976
62,2.2936
63,2.2992
64,2.285
65,2.2926
66,2.2998
67,2.2944
68,2.2935
69,2.2968
70,2.2901
71,2.2882
72,2.2986
73,2.2951
74,2.3012
75,2.2893
76,2.2973
77,2.2943
78,2.2885
79,2.29
80,2.2843
81,2.3007
82,2.2954
83,2.2922
84,2.3023
85,2.2936
86,2.2914
87,2.2988
88,2.2899
89,2.2931
90,2.2863
91,2.293
92,2.2823
93,2.2878
94,2.285
95,2.2961
96,2.2873
97,2.3017
98,2.2976
99,2.2965
100,2.3001
