Epochs,Loss
1,2.6026
2,2.3426
3,2.1674
4,2.3403
5,2.3266
6,2.2047
7,2.1063
8,1.9868
9,1.978
10,2.0869
11,1.6323
12,1.5664
13,1.982
14,2.0912
15,1.9853
16,1.8404
17,1.8808
18,1.9224
19,1.5203
20,1.756
21,1.8987
22,1.4146
23,2.229
24,1.9439
25,1.8276
26,1.7291
27,1.565
28,1.5557
29,1.6203
30,1.4793
31,1.3891
32,1.4543
33,1.411
34,1.6437
35,1.7133
36,1.7387
37,1.2772
38,1.4135
39,1.3773
40,1.5959
41,1.2888
42,1.5518
43,1.4414
44,1.5431
45,1.0579
46,1.3294
47,1.0107
48,1.1058
49,1.1971
50,1.1359
51,0.9079
52,1.1172
53,1.1551
54,1.068
55,0.9152
56,1.5992
57,1.3421
58,1.27
59,1.2737
60,1.2482
61,1.3932
62,1.0771
63,0.955
64,0.7733
65,0.9793
66,0.997
67,1.0563
68,0.8264
69,0.8912
70,0.9024
71,0.8629
72,1.5269
73,0.9566
74,1.0498
75,1.0473
76,0.8694
77,0.8204
78,1.0317
79,1.007
80,0.9737
81,0.7595
82,0.6937
83,0.8338
84,1.2582
85,0.5288
86,0.7813
87,0.5385
88,0.9065
89,0.8908
90,0.6407
91,0.8995
92,0.5323
93,0.8517
94,0.8934
95,0.8107
96,0.9363
97,0.9847
98,0.7547
99,0.6113
100,0.5697
