Epochs,Loss
1,2.3232
2,2.3029
3,2.3093
4,2.2912
5,2.2903
6,2.2946
7,2.2944
8,2.2953
9,2.2887
10,2.2985
11,2.288
12,2.2916
13,2.2932
14,2.2922
15,2.2905
16,2.283
17,2.2875
18,2.2974
19,2.2776
20,2.2967
21,2.2853
22,2.2791
23,2.2804
24,2.2831
25,2.2839
26,2.2603
27,2.2579
28,2.2643
29,2.2808
30,2.286
31,2.2715
32,2.2716
33,2.2851
34,2.2891
35,2.2761
36,2.264
37,2.2713
38,2.2604
39,2.2546
40,2.2625
41,2.2576
42,2.2722
43,2.2751
44,2.2617
45,2.2583
46,2.2601
47,2.2524
48,2.2572
49,2.2724
50,2.2608
51,2.257
52,2.2574
53,2.2458
54,2.2581
55,2.2549
56,2.2394
57,2.2553
58,2.2559
59,2.2389
60,2.2572
61,2.249
62,2.2523
63,2.2555
64,2.2408
65,2.2468
66,2.2413
67,2.2197
68,2.2412
69,2.228
70,2.2326
71,2.2356
72,2.2425
73,2.2424
74,2.2211
75,2.2243
76,2.2361
77,2.2308
78,2.2236
79,2.2181
80,2.2408
81,2.2129
82,2.2082
83,2.2181
84,2.2223
85,2.2257
86,2.2106
87,2.2149
88,2.2009
89,2.1987
90,2.2192
91,2.1956
92,2.2187
93,2.1986
94,2.2103
95,2.2196
96,2.2099
97,2.1996
98,2.1846
99,2.1749
100,2.208
101,2.1797
102,2.2005
103,2.1935
104,2.1861
105,2.1959
106,2.1916
107,2.1928
108,2.184
109,2.191
110,2.1878
111,2.1939
112,2.1706
113,2.1754
114,2.1768
115,2.1984
116,2.1707
117,2.1637
118,2.145
119,2.1414
120,2.1468
121,2.1312
122,2.1665
123,2.161
124,2.1462
125,2.1353
126,2.1345
127,2.1671
128,2.1356
129,2.1285
130,2.1215
131,2.1433
132,2.1382
133,2.15
134,2.1376
135,2.1381
136,2.1339
137,2.1359
138,2.123
139,2.1334
140,2.1334
141,2.1325
142,2.1013
143,2.1187
144,2.1208
145,2.1061
146,2.1061
147,2.1203
148,2.1052
149,2.1448
150,2.0906
151,2.0914
152,2.0857
153,2.1175
154,2.0752
155,2.0962
156,2.0656
157,2.0802
158,2.0758
159,2.0923
160,2.0821
161,2.0492
162,2.0966
163,2.0476
164,2.0445
165,2.0581
166,2.0861
167,2.0809
168,2.067
169,2.0636
170,2.0585
171,2.0612
172,2.0319
173,2.0316
174,2.0372
175,2.0162
176,2.0271
177,2.0426
178,2.0752
179,2.0153
180,2.0164
181,2.0251
182,2.023
183,2.0026
184,2.0555
185,2.0448
186,2.0303
187,2.0448
188,2.0034
189,2.052
190,2.0307
191,2.0024
192,1.9951
193,2.0099
194,2.0138
195,1.9964
196,1.9891
197,1.9912
198,1.9856
199,1.9656
200,1.9996
