Epochs,Loss
1,0.3193
2,0.1241
3,0.2289
4,0.1456
5,0.0842
6,0.0603
7,0.1947
8,0.0054
9,0.0421
10,0.0177
11,0.1339
12,0.0017
13,0.0559
14,0.0482
15,0.0757
16,0.0209
17,0.0475
18,0.0322
19,0.0053
20,0.0064
21,0.0328
22,0.0022
23,0.0082
24,0.0208
25,0.0169
26,0.0378
27,0.0429
28,0.336
29,0.0009
30,0.0107
31,0.0
32,0.1905
33,0.0068
34,0.0001
35,0.0
36,0.0218
37,0.0
38,0.0008
39,1.2498
40,0.073
41,0.0001
42,0.0008
43,0.0003
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0001
53,0.0001
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
