Epochs,Loss
1,0.758
2,0.8157
3,0.3789
4,0.4343
5,0.2327
6,0.0918
7,0.2163
8,0.0889
9,0.1452
10,0.149
11,0.098
12,0.0379
13,0.0746
14,0.0334
15,0.1046
16,0.0296
17,0.0644
18,0.0765
19,0.0265
20,0.0371
21,0.024
22,0.017
23,0.0179
24,0.0114
25,0.0151
26,0.0167
27,0.0068
28,0.0099
29,0.0059
30,0.0061
31,0.0105
32,0.0077
33,0.0074
34,0.0071
35,0.0046
36,0.0062
37,0.006
38,0.0028
39,0.0031
40,0.0034
41,0.0031
42,0.0094
43,0.0031
44,0.0042
45,0.0025
46,0.0017
47,0.0015
48,0.0018
49,0.0012
50,0.0014
51,0.0021
52,0.0012
53,0.001
54,0.0007
55,0.0007
56,0.0008
57,0.0008
58,0.0012
59,0.0005
60,0.0004
61,0.0003
62,0.0003
63,0.0007
64,0.0009
65,0.0004
66,0.0004
67,0.0005
68,0.0002
69,0.0003
70,0.0004
71,0.0003
72,0.0003
73,0.0002
74,0.0002
75,0.0004
76,0.0002
77,0.0002
78,0.0002
79,0.0002
80,0.0001
81,0.0001
82,0.0001
83,0.0001
84,0.0001
85,0.0001
86,0.0001
87,0.0001
88,0.0001
89,0.0001
90,0.0001
91,0.0001
92,0.0001
93,0.0
94,0.0
95,0.0
96,0.0001
97,0.0
98,0.0
99,0.0
100,0.0
