Epochs,Loss
1,2.3069
2,2.3206
3,2.3084
4,2.3151
5,2.3039
6,2.298
7,2.304
8,2.2918
9,2.3038
10,2.3137
11,2.2982
12,2.3072
13,2.3191
14,2.3187
15,2.3036
16,2.3201
17,2.3055
18,2.3007
19,2.3066
20,2.3098
21,2.3228
22,2.2991
23,2.3082
24,2.3189
25,2.3016
26,2.3207
27,2.2961
28,2.3072
29,2.3102
30,2.2991
31,2.3141
32,2.313
33,2.3147
34,2.3041
35,2.3015
36,2.3103
37,2.2965
38,2.287
39,2.3072
40,2.3115
41,2.306
42,2.3167
43,2.3004
44,2.3031
45,2.3153
46,2.3077
47,2.3028
48,2.3091
49,2.3151
50,2.2976
51,2.3078
52,2.3077
53,2.3082
54,2.3034
55,2.2946
56,2.3059
57,2.3198
58,2.3068
59,2.3049
60,2.3167
61,2.2909
62,2.3103
63,2.3129
64,2.3039
65,2.315
66,2.3029
67,2.3112
68,2.2996
69,2.3185
70,2.3081
71,2.2834
72,2.2988
73,2.3061
74,2.3187
75,2.2972
76,2.3014
77,2.3115
78,2.3071
79,2.3139
80,2.2848
81,2.3003
82,2.3039
83,2.3075
84,2.3071
85,2.3263
86,2.3076
87,2.3095
88,2.3067
89,2.2919
90,2.3048
91,2.3194
92,2.2985
93,2.3063
94,2.3057
95,2.2923
96,2.3043
97,2.3073
98,2.2986
99,2.3114
100,2.2996
