Epochs,Loss
1,3.0483
2,2.5003
3,2.4011
4,2.4357
5,2.1502
6,2.2498
7,2.1357
8,1.9932
9,2.0521
10,1.9525
11,2.0061
12,1.859
13,1.8267
14,1.856
15,1.8421
16,1.8528
17,1.6986
18,1.6196
19,1.7415
20,1.8049
21,1.6964
22,1.641
23,1.8119
24,1.848
25,1.9246
26,1.3039
27,1.4789
28,1.5492
29,1.7576
30,1.5466
31,1.6006
32,1.67
33,1.281
34,1.3595
35,1.744
36,1.3818
37,1.6609
38,1.2658
39,1.4619
40,1.515
41,1.3739
42,1.7977
43,1.3484
44,1.2299
45,1.5321
46,1.5146
47,1.4505
48,0.8841
49,1.1892
50,1.2607
51,1.3445
52,1.084
53,1.2116
54,1.1056
55,1.0864
56,1.1437
57,0.839
58,1.0471
59,1.0807
60,1.0859
61,1.0534
62,1.3799
63,1.2026
64,1.3045
65,1.096
66,0.9367
67,1.0859
68,1.1812
69,0.9532
70,1.0024
71,0.8497
72,0.7893
73,1.02
74,0.9355
75,1.2183
76,1.0188
77,1.0945
78,1.0195
79,0.8755
80,1.0641
81,0.828
82,0.7877
83,1.1749
84,1.0014
85,1.1609
86,0.8541
87,0.9147
88,1.0167
89,0.9374
90,1.0962
91,1.1338
92,1.2105
93,0.9175
94,1.1478
95,0.8674
96,0.8512
97,0.8742
98,0.8324
99,0.8075
100,1.1808
