Epochs,Loss
1,2.304
2,2.3111
3,2.2822
4,2.3208
5,2.3165
6,2.2961
7,2.2837
8,2.3152
9,2.283
10,2.2919
11,2.3024
12,2.3208
13,2.2988
14,2.3118
15,2.3252
16,2.3188
17,2.3316
18,2.3123
19,2.3014
20,2.2945
21,2.2987
22,2.3088
23,2.3057
24,2.3196
25,2.3013
26,2.3192
27,2.3259
28,2.292
29,2.3096
30,2.3089
31,2.3057
32,2.3042
33,2.3214
34,2.3133
35,2.3184
36,2.3165
37,2.2972
38,2.326
39,2.3328
40,2.306
41,2.2946
42,2.2873
43,2.3084
44,2.3013
45,2.2915
46,2.3123
47,2.3266
48,2.3211
49,2.3196
50,2.2961
51,2.313
52,2.3062
53,2.32
54,2.3229
55,2.3196
56,2.2967
57,2.2957
58,2.3173
59,2.318
60,2.2874
61,2.3149
62,2.3219
63,2.3168
64,2.3072
65,2.3114
66,2.3014
67,2.3097
68,2.3102
69,2.311
70,2.3202
71,2.302
72,2.3084
73,2.2863
74,2.3044
75,2.3008
76,2.3161
77,2.3079
78,2.3088
79,2.3203
80,2.3081
81,2.3001
82,2.2954
83,2.2861
84,2.2956
85,2.3234
86,2.3017
87,2.3292
88,2.3129
89,2.3019
90,2.3163
91,2.3058
92,2.2956
93,2.3048
94,2.3084
95,2.31
96,2.3112
97,2.3038
98,2.2993
99,2.3115
100,2.3048
101,2.2927
102,2.3087
103,2.3004
104,2.304
105,2.3051
106,2.3248
107,2.3149
108,2.301
109,2.3303
110,2.3097
111,2.3185
112,2.3097
113,2.3066
114,2.3072
115,2.3034
116,2.3143
117,2.3028
118,2.3123
119,2.3146
120,2.3209
121,2.3045
122,2.3228
123,2.3206
124,2.2825
125,2.2868
126,2.2961
127,2.3168
128,2.3168
129,2.3013
130,2.312
131,2.3298
132,2.3104
133,2.3022
134,2.3058
135,2.3051
136,2.2989
137,2.3155
138,2.3131
139,2.303
140,2.2953
141,2.3079
142,2.33
143,2.3068
144,2.3173
145,2.319
146,2.2981
147,2.3025
148,2.3127
149,2.2918
150,2.3145
151,2.3053
152,2.2897
153,2.279
154,2.2936
155,2.3255
156,2.3113
157,2.2983
158,2.2991
159,2.3065
160,2.3079
161,2.3133
162,2.2994
163,2.2961
164,2.2958
165,2.3077
166,2.3083
167,2.3079
168,2.301
169,2.3182
170,2.3013
171,2.3031
172,2.3235
173,2.3102
174,2.2884
175,2.319
176,2.304
177,2.2954
178,2.2867
179,2.3035
180,2.3026
181,2.3002
182,2.2893
183,2.3012
184,2.3002
185,2.3065
186,2.305
187,2.2963
188,2.3116
189,2.3137
190,2.2937
191,2.3058
192,2.3094
193,2.2926
194,2.2819
195,2.3065
196,2.3228
197,2.3016
198,2.2982
199,2.3151
200,2.3154
