Epochs,Loss
1,2.4616
2,2.2472
3,2.2672
4,2.1113
5,2.0047
6,2.1969
7,2.0266
8,2.1129
9,1.8039
10,1.8075
11,1.8255
12,1.4577
13,1.5529
14,1.7464
15,1.5557
16,1.4185
17,1.5969
18,1.154
19,1.3007
20,0.958
21,0.9734
22,1.0923
23,1.101
24,1.0787
25,1.0748
26,0.8656
27,1.0786
28,0.9684
29,0.6969
30,0.8352
31,0.7231
32,0.8107
33,0.5943
34,0.7499
35,0.6002
36,0.7187
37,0.7385
38,0.5982
39,0.6875
40,0.5816
41,0.5777
42,0.3744
43,0.4649
44,0.5286
45,0.7523
46,0.4416
47,0.7621
48,0.4424
49,0.6306
50,0.3537
51,0.5176
52,0.4329
53,0.4543
54,0.4719
55,0.5325
56,0.7287
57,0.4815
58,0.4618
59,0.4578
60,0.2851
61,0.3936
62,0.3981
63,0.4772
64,0.5241
65,0.4227
66,0.2918
67,0.5192
68,0.3576
69,0.4746
70,0.3581
71,0.3846
72,0.3712
73,0.3425
74,0.411
75,0.529
76,0.3456
77,0.4284
78,0.4045
79,0.3574
80,0.4395
81,0.1993
82,0.4192
83,0.3443
84,0.2048
85,0.3489
86,0.3599
87,0.3414
88,0.2272
89,0.3124
90,0.3837
91,0.415
92,0.6766
93,0.1796
94,0.4207
95,0.4264
96,0.2032
97,0.395
98,0.3787
99,0.3309
100,0.3553
