Epochs,Loss
1,1.8708
2,1.4398
3,1.0658
4,0.9623
5,0.597
6,0.8296
7,0.4939
8,0.8062
9,0.4175
10,0.6598
11,0.6736
12,0.4379
13,0.4332
14,0.5986
15,0.4899
16,0.4121
17,0.5793
18,0.4904
19,0.5721
20,0.5318
21,0.4975
22,0.4616
23,0.5795
24,0.3892
25,0.1908
26,0.3077
27,0.6376
28,0.2445
29,0.3658
30,0.3055
31,0.2927
32,0.4935
33,0.5153
34,0.4818
35,0.3404
36,0.4188
37,0.2801
38,0.2239
39,0.2314
40,0.3679
41,0.4349
42,0.3784
43,0.4229
44,0.2988
45,0.4241
46,0.3596
47,0.3112
48,0.386
49,0.3657
50,0.2055
