Epochs,Loss
1,2.2991
2,2.2933
3,2.2992
4,2.2992
5,2.3042
6,2.2931
7,2.2887
8,2.2852
9,2.2943
10,2.2941
11,2.2907
12,2.2844
13,2.3011
14,2.2917
15,2.2911
16,2.2901
17,2.2987
18,2.2842
19,2.2864
20,2.2793
21,2.2861
22,2.2749
23,2.2813
24,2.2696
25,2.2805
26,2.2706
27,2.284
28,2.285
29,2.269
30,2.2891
31,2.2811
32,2.2762
33,2.2792
34,2.2848
35,2.2809
36,2.2663
37,2.279
38,2.2675
39,2.2478
40,2.2713
41,2.2768
42,2.2714
43,2.2541
44,2.2671
45,2.2625
46,2.2567
47,2.2661
48,2.2731
49,2.2637
50,2.2736
51,2.2384
52,2.2683
53,2.2565
54,2.2487
55,2.2431
56,2.278
57,2.2543
58,2.2546
59,2.2441
60,2.262
61,2.2514
62,2.2458
63,2.2555
64,2.246
65,2.2479
66,2.2462
67,2.2381
68,2.235
69,2.2376
70,2.2435
71,2.23
72,2.2363
73,2.2283
74,2.2382
75,2.2546
76,2.2308
77,2.2292
78,2.2269
79,2.2317
80,2.2187
81,2.2255
82,2.2259
83,2.2239
84,2.2256
85,2.222
86,2.2164
87,2.2218
88,2.2228
89,2.2129
90,2.2146
91,2.2125
92,2.2172
93,2.2144
94,2.206
95,2.2189
96,2.2076
97,2.1965
98,2.1861
99,2.1914
100,2.2079
