Epochs,Loss
1,2.4714
2,2.4397
3,2.3939
4,2.4873
5,2.3762
6,2.3921
7,2.4238
8,2.4079
9,2.3921
10,2.5032
11,2.3603
12,2.3762
13,2.4238
14,2.2968
15,2.3921
16,2.3444
17,2.3921
18,2.3603
19,2.3444
20,2.3304
21,2.4098
22,2.378
23,2.2193
24,2.4733
25,2.3939
26,2.4415
27,2.4098
28,2.3463
29,2.4256
30,2.3622
31,2.3939
32,2.3304
33,2.3622
34,2.4256
35,2.3304
36,2.4256
37,2.3579
38,2.3896
39,2.3896
40,2.4849
41,2.3896
42,2.3262
43,2.2944
44,2.3738
45,2.2627
46,2.3262
47,2.342
48,2.3896
49,2.3738
50,2.342
51,2.3738
52,2.3262
53,2.3103
54,2.2785
55,2.3579
56,2.3262
57,2.4531
58,2.3262
59,2.342
60,2.342
61,2.3738
62,2.3738
63,2.469
64,2.2944
65,2.342
66,2.3103
67,2.3103
68,2.342
69,2.4373
70,2.4055
71,2.3579
72,2.3896
73,2.3579
74,2.3896
75,2.3579
76,2.342
77,2.3579
78,2.3896
79,2.3579
80,2.342
81,2.4373
82,2.2944
83,2.3262
84,2.3896
85,2.4214
86,2.4055
87,2.3579
88,2.342
89,2.3896
90,2.2627
91,2.3896
92,2.3896
93,2.2944
94,2.342
95,2.4214
96,2.469
97,2.3738
98,2.4531
99,2.3896
100,2.3738
