Epochs,Loss
1,2.4626
2,2.4318
3,2.2263
4,1.9804
5,1.9402
6,1.893
7,1.9283
8,1.9212
9,1.8996
10,2.0689
11,1.7141
12,1.812
13,1.69
14,1.5782
15,1.7861
16,1.6041
17,1.8167
18,1.452
19,2.033
20,1.788
21,1.6609
22,1.5277
23,1.4796
24,1.7278
25,1.7421
26,1.7786
27,1.4494
28,1.5558
29,1.7813
30,1.6273
31,1.4039
32,1.6406
33,1.5381
34,1.8449
35,1.3806
36,1.7754
37,1.7187
38,1.5828
39,1.4863
40,1.5829
41,1.3505
42,1.5393
43,1.6231
44,1.6159
45,1.6482
46,1.6552
47,1.6832
48,1.5513
49,1.4051
50,1.4366
51,1.5129
52,1.7257
53,1.583
54,1.4197
55,1.7731
56,1.4348
57,1.3729
58,1.1914
59,1.811
60,1.4866
61,1.0672
62,1.537
63,1.5008
64,1.5826
65,1.4721
66,1.278
67,1.1787
68,1.4599
69,1.4839
70,1.3832
71,1.1387
72,1.5945
73,1.3848
74,1.7479
75,1.3681
76,1.197
77,1.34
78,1.3269
79,0.9335
80,1.4598
81,1.2631
82,1.3178
83,1.3035
84,1.2891
85,1.3131
86,1.2401
87,1.4535
88,1.4697
89,1.1176
90,1.4205
91,1.4351
92,1.1816
93,1.1844
94,1.4597
95,1.0257
96,1.2066
97,1.4734
98,1.4015
99,1.3292
100,1.1723
101,1.0498
102,1.226
103,1.0567
104,1.2055
105,1.4143
106,1.2398
107,1.1948
108,1.1704
109,1.0896
110,1.1527
111,1.1104
112,1.3327
113,1.2617
114,1.1032
115,0.965
116,1.3608
117,1.3386
118,1.1387
119,1.3673
120,1.191
121,1.1615
122,1.0435
123,1.0903
124,0.9425
125,1.0548
126,1.4054
127,1.0893
128,1.1136
129,1.1988
130,1.7086
131,0.9241
132,0.8956
133,1.0787
134,1.1011
135,0.9795
136,1.1453
137,1.122
138,1.2479
139,1.0948
140,1.1298
141,0.9875
142,1.0622
143,1.03
144,1.4486
145,0.9679
146,0.8773
147,1.09
148,1.0562
149,1.107
150,1.3149
151,0.8703
152,0.9821
153,0.867
154,1.177
155,0.8579
156,0.7746
157,1.0245
158,1.059
159,1.2947
160,1.1341
161,1.0707
162,1.1464
163,1.0875
164,1.0085
165,0.8365
166,0.8925
167,0.8348
168,0.9443
169,0.8676
170,0.6625
171,1.1822
172,1.2386
173,0.9422
174,1.0797
175,1.2628
176,0.594
177,1.2982
178,0.8934
179,1.1768
180,0.9628
181,0.7343
182,0.7392
183,0.7311
184,0.8375
185,0.8696
186,0.4958
187,0.8255
188,1.0322
189,0.8034
190,0.9159
191,0.8448
192,0.5992
193,0.9606
194,0.9339
195,1.0448
196,0.8229
197,0.4865
198,0.6401
199,0.7579
200,0.8908
