Epochs,Loss
1,1.4142
2,0.8248
3,0.5304
4,0.636
5,0.3058
6,0.2807
7,0.2864
8,0.207
9,0.122
10,0.0623
11,0.1374
12,0.0553
13,0.0775
14,0.0313
15,0.0353
16,0.0114
17,0.0189
18,0.0179
19,0.0767
20,0.0194
21,0.0178
22,0.0178
23,0.0167
24,0.0148
25,0.0064
26,0.1062
27,0.0145
28,0.0054
29,0.0053
30,0.0075
31,0.0056
32,0.0062
33,0.0053
34,0.004
35,0.0034
36,0.0034
37,0.0071
38,0.0041
39,0.0027
40,0.002
41,0.0027
42,0.0032
43,0.0023
44,0.0025
45,0.0016
46,0.0016
47,0.0011
48,0.0018
49,0.0018
50,0.001
51,0.0014
52,0.0014
53,0.0016
54,0.0017
55,0.0013
56,0.0195
57,0.0009
58,0.0007
59,0.001
60,0.0004
61,0.0006
62,0.0006
63,0.0008
64,0.0006
65,0.0005
66,0.001
67,0.0005
68,0.0004
69,0.0002
70,0.0003
71,0.0004
72,0.0003
73,0.0003
74,0.0004
75,0.0004
76,0.0002
77,0.0002
78,0.0001
79,0.0002
80,0.0002
81,0.0002
82,0.0002
83,0.0001
84,0.0001
85,0.0002
86,0.0001
87,0.0001
88,0.0001
89,0.0001
90,0.0002
91,0.0001
92,0.0001
93,0.0
94,0.0001
95,0.0001
96,0.0001
97,0.0
98,0.0
99,0.0
100,0.0
