Epochs,Loss
1,2.9754
2,2.5587
3,2.4152
4,2.2709
5,2.0522
6,2.115
7,2.1281
8,2.1759
9,2.03
10,2.0421
11,1.8257
12,2.1304
13,2.0505
14,1.9046
15,1.9047
16,1.9176
17,1.789
18,1.6323
19,1.5931
20,1.5997
21,1.7416
22,1.6542
23,1.9351
24,1.511
25,1.4247
26,1.6177
27,1.5314
28,1.6828
29,1.8051
30,1.409
31,1.5593
32,1.6036
33,1.6065
34,1.5544
35,1.3551
36,1.2221
37,1.3333
38,1.3051
39,1.2707
40,1.1396
41,1.2202
42,1.3568
43,1.4795
44,1.0311
45,1.073
46,1.2133
47,1.073
48,1.101
49,1.0738
50,1.0502
51,1.2285
52,0.8784
53,0.9523
54,1.0005
55,1.203
56,1.0364
57,1.3571
58,1.0342
59,0.9466
60,1.1563
61,0.8716
62,1.0506
63,1.2029
64,1.0065
65,1.1732
66,1.0473
67,0.7083
68,1.2498
69,0.9735
70,0.9331
71,1.0952
72,0.7464
73,0.9879
74,0.9426
75,0.7476
76,0.9095
77,1.2988
78,1.043
79,0.7657
80,0.8344
81,0.8336
82,0.9877
83,0.7495
84,0.8153
85,0.6604
86,1.1666
87,1.0576
88,0.9239
89,0.9281
90,0.884
91,0.7414
92,0.8206
93,0.8513
94,0.8669
95,0.8369
96,0.6896
97,0.9427
98,0.6487
99,0.8843
100,1.0522
