Epochs,Loss
1,4.314
2,3.4198
3,2.1095
4,1.9338
5,1.0855
6,1.7024
7,1.662
8,1.5278
9,1.2831
10,1.0367
11,0.9975
12,0.8131
13,1.1901
14,0.7535
15,1.269
16,1.1018
17,0.619
18,0.5928
19,0.9644
20,0.9569
21,0.9924
22,0.6746
23,0.7243
24,0.5434
25,0.5275
26,0.7151
27,0.7577
28,0.4143
29,0.3882
30,1.0438
31,0.5514
32,0.6673
33,0.473
34,0.7658
35,0.4757
36,0.4362
37,0.3698
38,0.7579
39,0.3954
40,0.7521
41,0.6989
42,0.492
43,0.4153
44,0.2188
45,0.2694
46,0.5133
47,0.4858
48,0.4296
49,0.4685
50,0.7014
51,0.5775
52,0.4935
53,0.2274
54,0.3285
55,0.7356
56,0.3158
57,0.447
58,0.3731
59,0.3851
60,0.4466
61,0.256
62,0.4086
63,0.3127
64,0.2236
65,0.3613
66,0.4903
67,0.7251
68,0.4248
69,0.1698
70,0.4173
71,0.1822
72,0.3661
73,0.5332
74,0.4355
75,0.3634
76,0.3121
77,0.2889
78,0.1651
79,0.2314
80,0.4981
81,0.4969
82,0.135
83,0.222
84,0.2658
85,0.5664
86,0.4203
87,0.1013
88,0.399
89,0.3376
90,0.2161
91,0.4184
92,0.2243
93,0.158
94,0.2308
95,0.2381
96,0.0968
97,0.2959
98,0.3869
99,0.4184
100,0.2245
101,0.3782
102,0.1921
103,0.3525
104,0.2964
105,0.1706
106,0.179
107,0.1515
108,0.2575
109,0.0575
110,0.2342
111,0.1813
112,0.368
113,0.1204
114,0.3475
115,0.2154
116,0.1556
117,0.2871
118,0.3219
119,0.2053
120,0.2318
121,0.2621
122,0.2766
123,0.2693
124,0.3604
125,0.1303
126,0.2373
127,0.3515
128,0.1778
129,0.2819
130,0.3268
131,0.2282
132,0.0552
133,0.2568
134,0.1751
135,0.1005
136,0.1048
137,0.2021
138,0.161
139,0.2645
140,0.1903
141,0.2673
142,0.2551
143,0.1624
144,0.2203
145,0.2219
146,0.2312
147,0.1193
148,0.3565
149,0.1825
150,0.1864
151,0.1802
152,0.3792
153,0.2819
154,0.1861
155,0.0419
156,0.1755
157,0.1905
158,0.3266
159,0.2335
160,0.2344
161,0.182
162,0.1277
163,0.1211
164,0.127
165,0.2488
166,0.2415
167,0.1036
168,0.0874
169,0.3639
170,0.1192
171,0.3472
172,0.1407
173,0.1926
174,0.311
175,0.1183
176,0.1165
177,0.1705
178,0.2417
179,0.1665
180,0.3491
181,0.2021
182,0.2326
183,0.1854
184,0.1746
185,0.2833
186,0.2118
187,0.1863
188,0.3112
189,0.2266
190,0.1447
191,0.1238
192,0.2326
193,0.1895
194,0.1821
195,0.1269
196,0.2032
197,0.4053
198,0.1918
199,0.0973
200,0.1081
