Epochs,Loss
1,2.104
2,2.1131
3,2.0107
4,2.0007
5,1.7993
6,1.7993
7,1.8672
8,1.716
9,1.7135
10,1.8505
11,1.938
12,1.8378
13,1.6992
14,1.7644
15,1.8353
16,1.6848
17,1.646
18,1.7555
19,1.6149
20,1.3901
21,1.4844
22,1.4364
23,1.2633
24,1.2536
25,1.399
26,1.6891
27,1.4295
28,1.3965
29,1.4275
30,1.4646
31,1.3923
32,1.2465
33,1.5372
34,1.3928
35,1.0993
36,1.6847
37,1.4633
38,1.3915
39,1.6821
40,1.7178
41,1.6825
42,1.6455
43,1.9013
44,1.5365
45,1.573
46,1.3184
47,1.2807
48,1.3163
49,1.4995
50,1.426
51,1.3894
52,1.4262
53,1.7181
54,1.5721
55,1.4988
56,1.499
57,1.6083
58,1.2435
59,1.4994
60,1.192
61,1.2798
62,1.4258
63,1.4259
64,1.6085
65,1.5721
66,1.4259
67,1.4622
68,1.5719
69,1.2445
70,1.4262
71,1.6083
72,1.4992
73,1.4987
74,1.6449
75,1.5719
76,1.243
77,1.572
78,1.3892
79,1.7548
80,1.499
81,1.4627
82,1.6452
83,1.5719
84,1.4625
85,1.4257
86,1.4255
87,1.5355
88,1.4986
89,1.4992
90,1.4259
91,1.3166
92,1.6085
93,1.5351
94,1.5723
95,1.3534
96,1.2433
97,1.6448
98,1.5352
99,1.3527
100,1.3524
101,1.3894
102,1.2431
103,1.3527
104,1.3891
105,1.2429
106,1.3161
107,1.499
108,1.7546
109,1.4988
110,1.4988
111,1.2794
112,1.6814
113,1.4256
114,1.5716
115,1.6813
116,1.4988
117,1.2797
118,1.5718
119,1.2794
120,1.389
121,1.3891
122,1.4255
123,1.3159
124,1.4621
125,1.3161
126,1.2794
127,1.4987
128,1.2795
129,1.4256
130,1.5352
131,1.3895
132,1.4256
133,1.4629
134,1.4622
135,1.4988
136,1.3891
137,1.1339
138,1.4621
139,1.3891
140,1.4987
141,1.2065
142,1.4255
143,1.3898
144,1.4265
145,1.0967
146,1.5352
147,1.2793
148,1.4255
149,1.3159
150,1.4621
151,1.2794
152,1.5352
153,1.4258
154,1.6816
155,1.3891
156,1.4621
157,1.5717
158,1.5352
159,1.2428
160,1.4987
161,1.3158
162,1.2794
163,1.5352
164,1.2794
165,1.2794
166,1.5717
167,1.4621
168,1.5351
169,1.4255
170,1.3524
171,1.2798
172,1.4255
173,1.3527
174,1.4622
175,1.7179
176,1.4256
177,1.3896
178,1.4621
179,1.3526
180,1.4986
181,1.6082
182,1.4986
183,1.6083
184,1.6448
185,1.462
186,1.5716
187,1.3889
188,1.4255
189,1.2064
190,1.645
191,1.3891
192,1.2062
193,1.4254
194,1.3158
195,1.389
196,1.6082
197,1.4621
198,1.3525
199,1.3525
200,1.4255
