Epochs,Loss
1,2.474
2,2.6356
3,2.211
4,2.3082
5,2.2512
6,2.1027
7,2.0106
8,2.1363
9,2.1929
10,2.1236
11,2.0354
12,1.9933
13,2.2961
14,2.132
15,1.8895
16,1.8202
17,2.0001
18,1.7505
19,2.0692
20,1.9934
21,1.9266
22,1.6932
23,1.8874
24,1.8275
25,1.7812
26,1.8217
27,1.9752
28,1.9356
29,1.8862
30,1.7624
31,1.7533
32,1.5999
33,1.8976
34,1.6865
35,1.554
36,1.6491
37,1.6344
38,1.7107
39,1.9263
40,1.8062
41,1.6853
42,1.6229
43,1.5984
44,1.7314
45,1.735
46,1.5739
47,1.6874
48,1.6581
49,1.5261
50,1.7416
51,1.4406
52,1.7729
53,1.2938
54,1.5808
55,1.5027
56,1.471
57,1.5864
58,1.5604
59,1.7478
60,1.4661
61,1.8476
62,1.3545
63,1.4694
64,1.5187
65,1.5278
66,1.4242
67,1.3457
68,1.6024
69,1.4998
70,1.4232
71,1.7659
72,1.5461
73,1.4921
74,1.6114
75,1.5324
76,1.3735
77,1.6318
78,1.4197
79,1.5105
80,1.5697
81,1.4469
82,1.5461
83,1.4836
84,1.4907
85,1.4551
86,1.18
87,1.4693
88,1.3732
89,1.4505
90,1.3986
91,1.3798
92,1.6067
93,1.4806
94,1.5555
95,1.5639
96,1.6256
97,1.5259
98,1.6265
99,1.4115
100,1.5968
