Epochs,Loss
1,1.3805
2,1.1101
3,0.853
4,0.8058
5,0.411
6,0.5163
7,0.1425
8,0.1586
9,0.122
10,0.1979
11,0.1226
12,0.0297
13,0.0536
14,0.017
15,0.1596
16,0.0431
17,0.0411
18,0.0197
19,0.018
20,0.0474
21,0.0189
22,0.0106
23,0.0208
24,0.0061
25,0.0135
26,0.0114
27,0.0091
28,0.0116
29,0.0068
30,0.0068
31,0.0031
32,0.0051
33,0.0049
34,0.0059
35,0.004
36,0.0338
37,0.0027
38,0.005
39,0.0021
40,0.0016
41,0.039
42,0.0022
43,0.0012
44,0.0019
45,0.0012
46,0.0025
47,0.003
48,0.0012
49,0.0012
50,0.0016
51,0.0013
52,0.0007
53,0.0007
54,0.0004
55,0.0009
56,0.0009
57,0.0004
58,0.0004
59,0.0006
60,0.0005
61,0.0007
62,0.0002
63,0.0003
64,0.0005
65,0.0004
66,0.0004
67,0.0002
68,0.0001
69,0.0004
70,0.0003
71,0.0002
72,0.0002
73,0.0002
74,0.0002
75,0.0002
76,0.0005
77,0.0002
78,0.0001
79,0.0001
80,0.0001
81,0.0001
82,0.0002
83,0.0001
84,0.0001
85,0.0001
86,0.0001
87,0.0001
88,0.0
89,0.0001
90,0.0001
91,0.0001
92,0.0
93,0.0001
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
