Epochs,Loss
1,2.1924
2,1.9365
3,1.8152
4,1.7768
5,1.6889
6,1.6762
7,1.6549
8,1.6074
9,1.5833
10,1.5842
11,1.5291
12,1.5422
13,1.5312
14,1.5201
15,1.5506
16,1.5366
17,1.5156
18,1.5062
19,1.5138
20,1.531
21,1.5292
22,1.4933
23,1.5216
24,1.5016
25,1.5138
26,1.4882
27,1.4765
28,1.5129
29,1.4931
30,1.4863
31,1.4955
32,1.4729
33,1.4744
34,1.5089
35,1.4987
36,1.4866
37,1.4704
38,1.4851
39,1.4677
40,1.4857
41,1.4875
42,1.4758
43,1.4956
44,1.4883
45,1.4966
46,1.4742
47,1.4714
48,1.4755
49,1.4856
50,1.5011
51,1.4864
52,1.4798
53,1.471
54,1.475
55,1.4878
56,1.4813
57,1.4856
58,1.4683
59,1.493
60,1.5301
61,1.4927
62,1.4859
63,1.4766
64,1.4712
65,1.4832
66,1.4751
67,1.4786
68,1.4949
69,1.4679
70,1.4715
71,1.4672
72,1.4758
73,1.4621
74,1.4619
75,1.4778
76,1.462
77,1.4619
78,1.4616
79,1.4753
80,1.4754
81,1.4615
82,1.4615
83,1.4615
84,1.4635
85,1.4615
86,1.4773
87,1.4629
88,1.4747
89,1.4614
90,1.4613
91,1.4613
92,1.4773
93,1.4773
94,1.4613
95,1.4772
96,1.4613
97,1.4614
98,1.4613
99,1.4746
100,1.4613
