Epochs,Loss
1,2.3019
2,2.3047
3,2.2916
4,2.2974
5,2.3018
6,2.3009
7,2.3005
8,2.3019
9,2.3
10,2.3012
11,2.3014
12,2.2983
13,2.2952
14,2.3122
15,2.2866
16,2.307
17,2.2989
18,2.2866
19,2.2919
20,2.3112
21,2.3033
22,2.2958
23,2.2941
24,2.2961
25,2.2969
26,2.2909
27,2.2991
28,2.2945
29,2.3057
30,2.2933
31,2.2914
32,2.3022
33,2.2906
34,2.3043
35,2.3053
36,2.3023
37,2.2941
38,2.301
39,2.2953
40,2.2832
41,2.2969
42,2.3049
43,2.301
44,2.2899
45,2.3002
46,2.3028
47,2.2993
48,2.2983
49,2.2883
50,2.2963
51,2.2736
52,2.2883
53,2.2855
54,2.3029
55,2.2805
56,2.2932
57,2.2906
58,2.2751
59,2.2947
60,2.2913
61,2.2904
62,2.2743
63,2.2775
64,2.27
65,2.2844
66,2.2853
67,2.2938
68,2.2652
69,2.2881
70,2.2781
71,2.2727
72,2.2688
73,2.274
74,2.2673
75,2.2758
76,2.2548
77,2.2641
78,2.2518
79,2.2649
80,2.2636
81,2.2562
82,2.2653
83,2.2465
84,2.2459
85,2.2469
86,2.2426
87,2.2315
88,2.2368
89,2.2328
90,2.2478
91,2.2349
92,2.2248
93,2.2137
94,2.2159
95,2.2015
96,2.2188
97,2.2267
98,2.1923
99,2.2048
100,2.19
