Epochs,Loss
1,2.5788
2,2.3824
3,2.35
4,2.294
5,2.2835
6,2.351
7,2.3204
8,2.2893
9,2.2468
10,2.3125
11,2.2182
12,2.1964
13,2.2769
14,2.1547
15,2.3256
16,2.1732
17,2.1801
18,2.1632
19,2.1377
20,2.072
21,2.1285
22,2.0353
23,2.1407
24,2.101
25,2.2241
26,2.1019
27,2.0499
28,2.2086
29,2.0286
30,2.1242
31,2.0184
32,2.1552
33,2.1946
34,2.0209
35,2.0863
36,1.9145
37,1.9936
38,2.08
39,1.8885
40,2.0391
41,1.9805
42,2.0808
43,1.9907
44,2.0165
45,2.167
46,2.1065
47,2.0135
48,1.8731
49,1.927
50,1.947
51,2.0824
52,1.9279
53,1.7672
54,1.9307
55,1.7492
56,1.8004
57,1.9659
58,1.9827
59,1.728
60,1.6261
61,1.8235
62,1.8884
63,1.7173
64,1.7248
65,1.8783
66,1.768
67,1.8108
68,1.7508
69,1.7433
70,1.8187
71,1.9467
72,1.6911
73,1.8983
74,1.551
75,1.7809
76,1.6852
77,1.8461
78,1.6392
79,1.7082
80,1.7132
81,1.5967
82,1.598
83,1.5771
84,1.464
85,1.5443
86,1.5938
87,1.5786
88,1.6321
89,1.4718
90,1.7495
91,1.8058
92,1.7848
93,1.5493
94,1.6959
95,1.3742
96,1.6795
97,1.5779
98,1.2991
99,1.4214
100,1.7975
101,1.5022
102,1.8229
103,1.5506
104,1.7378
105,1.6896
106,1.7011
107,1.5678
108,1.3538
109,1.4749
110,1.7847
111,1.6591
112,1.4824
113,1.5939
114,1.422
115,1.8088
116,1.7282
117,1.5271
118,1.5822
119,1.6189
120,1.5726
121,1.5358
122,1.4321
123,1.4474
124,1.762
125,1.6085
126,1.7058
127,1.658
128,1.4626
129,1.4812
130,1.6486
131,1.4591
132,1.4178
133,1.4403
134,1.2821
135,1.451
136,1.5366
137,1.5827
138,1.3003
139,1.4323
140,1.3448
141,1.3321
142,1.4083
143,1.0605
144,1.3877
145,1.5763
146,1.4728
147,1.4405
148,1.1525
149,1.3838
150,1.3487
151,1.3687
152,1.5484
153,1.3418
154,1.3059
155,1.2499
156,1.2878
157,1.2959
158,1.5631
159,1.5812
160,1.3132
161,1.2871
162,1.3972
163,1.4098
164,1.4139
165,1.4577
166,1.2213
167,1.2908
168,1.3021
169,1.2092
170,1.7034
171,1.4138
172,1.5517
173,1.555
174,1.3312
175,1.0693
176,1.4463
177,1.4906
178,1.1889
179,1.2286
180,1.1807
181,1.4589
182,1.3427
183,1.5013
184,1.454
185,1.0736
186,1.6352
187,1.283
188,1.38
189,1.3226
190,1.4607
191,1.5401
192,1.4301
193,1.3934
194,1.1905
195,0.957
196,1.5054
197,1.3885
198,1.3154
199,1.2733
200,1.3675
