Epochs,Loss
1,3.8506
2,2.2796
3,1.7233
4,1.1894
5,1.7068
6,1.5105
7,1.6653
8,1.1932
9,1.033
10,1.0736
11,0.9565
12,0.7048
13,0.7635
14,0.9435
15,0.5804
16,0.7456
17,0.7628
18,1.196
19,0.7024
20,0.6188
21,0.5597
22,0.6999
23,0.5383
24,0.6319
25,0.4671
26,0.6817
27,0.2012
28,0.3841
29,0.3751
30,0.3408
31,0.5881
32,0.5855
33,1.0218
34,0.4989
35,0.5305
36,0.4228
37,0.7198
38,0.5192
39,0.6402
40,0.2902
41,0.6668
42,0.6559
43,0.2761
44,0.4703
45,0.4491
46,0.4409
47,0.477
48,0.4904
49,0.7382
50,0.7171
51,0.5449
52,0.3225
53,0.1926
54,0.3512
55,0.4878
56,0.3119
57,0.3834
58,0.2694
59,0.3626
60,0.515
61,0.5417
62,0.4247
63,0.3266
64,0.5687
65,0.4883
66,0.3722
67,0.5438
68,0.4972
69,0.5985
70,0.2657
71,0.2255
72,0.5779
73,0.2261
74,0.7728
75,0.263
76,0.3257
77,0.4452
78,0.4295
79,0.4925
80,0.2508
81,0.5887
82,0.2576
83,0.3198
84,0.1687
85,0.6029
86,0.3274
87,0.2608
88,0.462
89,0.4808
90,0.1988
91,0.2036
92,0.2734
93,0.2458
94,0.1073
95,0.1437
96,0.4632
97,0.2249
98,0.328
99,0.3135
100,0.332
