Epochs,Loss
1,1.0608
2,1.077
3,0.786
4,0.7368
5,0.73
6,0.7106
7,0.8824
8,0.587
9,0.7319
10,0.5853
11,0.8777
12,0.5487
13,0.6947
14,0.8776
15,0.7338
16,0.4571
17,0.2623
18,0.4417
19,0.5862
20,0.3316
21,0.4388
22,0.4387
23,0.3656
24,0.2194
25,0.5486
26,0.5483
27,0.5117
28,0.2924
29,0.4388
30,0.4752
31,0.5848
32,0.6579
33,0.5119
34,0.4386
35,0.3655
36,0.329
37,0.5117
38,0.5117
39,0.6583
40,0.3655
41,0.5483
42,0.4021
43,0.6579
44,0.6646
45,0.4093
46,0.6084
47,0.5545
48,0.2929
49,0.5849
50,0.4388
51,0.5117
52,0.5484
53,0.329
54,0.3291
55,0.3655
56,0.6214
57,0.5483
58,0.6214
59,0.5117
60,0.5848
61,0.6945
62,0.4021
63,0.2559
64,0.6944
65,0.2559
66,0.3655
67,0.329
68,0.5117
69,0.6213
70,0.329
71,0.6579
72,0.5483
73,0.623
74,0.7207
75,0.4829
76,0.4752
77,0.5145
78,0.5483
79,0.5848
80,0.5483
81,0.6214
82,0.5482
83,0.6945
84,0.4752
85,0.5849
86,0.6214
87,0.4386
88,0.4021
89,0.4386
90,0.6213
91,0.5117
92,0.6214
93,0.6213
94,0.4386
95,0.4751
96,0.5848
97,0.3655
98,0.4386
99,0.6596
100,0.477
