Epochs,Loss
1,2.2971
2,2.3055
3,2.3005
4,2.2955
5,2.305
6,2.2986
7,2.2923
8,2.3022
9,2.3102
10,2.3019
11,2.3042
12,2.3105
13,2.2981
14,2.3131
15,2.308
16,2.3037
17,2.295
18,2.3023
19,2.3052
20,2.3001
21,2.2911
22,2.304
23,2.3014
24,2.2989
25,2.2971
26,2.3061
27,2.2994
28,2.3052
29,2.2966
30,2.3038
31,2.304
32,2.3065
33,2.3031
34,2.3036
35,2.3
36,2.2995
37,2.2981
38,2.2991
39,2.3095
40,2.3053
41,2.3031
42,2.3009
43,2.3009
44,2.3057
45,2.3007
46,2.3013
47,2.3019
48,2.3045
49,2.3035
50,2.3057
51,2.2977
52,2.3021
53,2.3074
54,2.2906
55,2.2987
56,2.2955
57,2.3024
58,2.3094
59,2.3078
60,2.2978
61,2.3015
62,2.3021
63,2.3089
64,2.3015
65,2.2952
66,2.2976
67,2.2976
68,2.2944
69,2.3053
70,2.2938
71,2.3092
72,2.3018
73,2.3076
74,2.3
75,2.3106
76,2.3098
77,2.303
78,2.3061
79,2.3066
80,2.3022
81,2.3019
82,2.3088
83,2.3021
84,2.307
85,2.2979
86,2.3024
87,2.3092
88,2.3099
89,2.2987
90,2.3049
91,2.2967
92,2.3032
93,2.2957
94,2.3044
95,2.2993
96,2.3
97,2.3021
98,2.3039
99,2.3002
100,2.2992
