Epochs,Loss
1,2.7382
2,2.0925
3,2.449
4,2.5259
5,1.8537
6,2.0243
7,1.9007
8,1.8975
9,1.961
10,1.7617
11,1.9241
12,1.7975
13,1.6748
14,1.6329
15,1.5529
16,1.6304
17,1.9527
18,1.478
19,1.4258
20,1.7404
21,1.5345
22,1.4848
23,1.29
24,1.5518
25,1.5309
26,1.2248
27,1.278
28,1.0712
29,1.3492
30,1.0443
31,1.0863
32,1.1997
33,1.2052
34,1.3325
35,0.7418
36,1.0525
37,0.9715
38,1.1392
39,1.0664
40,0.668
41,0.8998
42,0.8207
43,0.7419
44,0.9117
45,1.1211
46,0.5601
47,0.8901
48,0.5006
49,0.8099
50,0.7564
51,0.5986
52,1.063
53,0.9248
54,0.5951
55,0.6536
56,0.6784
57,0.571
58,0.6928
59,0.7071
60,0.6758
61,0.9205
62,0.5273
63,0.7154
64,0.6734
65,0.6523
66,0.7191
67,0.3993
68,0.4875
69,0.3692
70,0.3472
71,0.5021
72,0.8752
73,0.8769
74,0.4826
75,0.4442
76,0.6599
77,0.531
78,0.2668
79,0.4245
80,0.3516
81,0.3922
82,0.4372
83,0.4782
84,0.7564
85,0.5476
86,0.3192
87,0.5363
88,0.3529
89,0.3908
90,0.4431
91,0.5828
92,0.2963
93,0.4495
94,0.4005
95,0.382
96,0.6001
97,0.4918
98,0.3442
99,0.2415
100,0.406
