Epochs,Loss
1,2.175
2,2.2955
3,1.8276
4,1.3824
5,1.0018
6,0.7546
7,0.4651
8,0.5313
9,0.496
10,0.3466
11,0.3362
12,0.2831
13,0.1646
14,0.2398
15,0.2329
16,0.2961
17,0.1576
18,0.0793
19,0.0827
20,0.1552
21,0.45
22,0.0752
23,0.0194
24,0.3586
25,0.0734
26,1.0506
27,0.1263
28,0.0498
29,0.0921
30,0.126
31,0.0656
32,0.0373
33,0.0508
34,0.2159
35,0.2857
36,0.2645
37,0.3398
38,0.0921
39,0.2041
40,0.1505
41,0.2505
42,0.1289
43,0.0839
44,0.0222
45,1.0697
46,0.2367
47,0.1831
48,0.1254
49,0.0762
50,0.02
51,0.2303
52,0.0067
53,0.0753
54,0.0073
55,40.5441
56,790.37
57,8.0712
58,2.7218
59,3.0594
60,2.4989
61,2.3309
62,14.2373
63,831.7202
64,2.1428
65,2.7184
66,2.4006
67,2.3365
68,2.3173
69,2.3153
70,2.2947
71,2.3064
72,2.3009
73,2.2641
74,2.3003
75,2.3199
76,2.2786
77,2.2886
78,2.2872
79,2.27
80,2.2784
81,2.2965
82,2.2667
83,2.2806
84,2.3114
85,2.2817
86,2.2594
87,2.2926
88,2.2812
89,2.2714
90,2.264
91,2.2681
92,2.2844
93,2.299
94,2.2273
95,2.2837
96,2.272
97,2.2594
98,2.2887
99,2.303
100,2.2952
