Epochs,Loss
1,1.0851
2,0.4306
3,0.2319
4,0.538
5,0.3453
6,0.2731
7,0.0929
8,0.163
9,0.2419
10,0.1849
11,0.1529
12,0.0301
13,0.1372
14,0.1018
15,0.0771
16,0.064
17,0.0753
18,0.1251
19,0.0772
20,0.0462
21,0.0338
22,0.0731
23,0.0724
24,0.0284
25,0.0279
26,0.0197
27,0.0366
28,0.0169
29,0.0284
30,0.0155
31,0.0362
32,0.0196
33,0.0147
34,0.0146
35,0.0262
36,0.012
37,0.0102
38,0.008
39,0.0076
40,0.003
41,0.0102
42,0.0051
43,0.0073
44,0.0113
45,0.004
46,0.0025
47,0.0123
48,0.0083
49,0.0025
50,0.0075
51,0.011
52,0.0027
53,0.0027
54,0.0047
55,0.0049
56,0.0045
57,0.0034
58,0.003
59,0.0018
60,0.0042
61,0.0015
62,0.0016
63,0.0013
64,0.0013
65,0.0022
66,0.0023
67,0.0016
68,0.0011
69,0.0019
70,0.0012
71,0.0018
72,0.0016
73,0.0009
74,0.0005
75,0.0006
76,0.0007
77,0.0003
78,0.0005
79,0.0007
80,0.0004
81,0.0005
82,0.0003
83,0.0006
84,0.0003
85,0.0004
86,0.0007
87,0.0003
88,0.0003
89,0.0004
90,0.0005
91,0.0002
92,0.0003
93,0.0003
94,0.0002
95,0.0004
96,0.0001
97,0.0002
98,0.0001
99,0.0002
100,0.0001
