Epochs,Loss
1,2.3033
2,2.3008
3,2.3009
4,2.2937
5,2.3088
6,2.2966
7,2.3069
8,2.2961
9,2.2965
10,2.3034
11,2.3078
12,2.3056
13,2.3015
14,2.2914
15,2.3024
16,2.3059
17,2.3142
18,2.2982
19,2.2957
20,2.3086
21,2.2979
22,2.3021
23,2.3111
24,2.3013
25,2.3094
26,2.3046
27,2.307
28,2.3038
29,2.3064
30,2.302
31,2.2874
32,2.3026
33,2.2901
34,2.305
35,2.301
36,2.3023
37,2.3018
38,2.3046
39,2.303
40,2.3034
41,2.3002
42,2.2985
43,2.304
44,2.3042
45,2.2955
46,2.2995
47,2.3007
48,2.2953
49,2.2989
50,2.3034
51,2.3
52,2.3067
53,2.3025
54,2.2978
55,2.2986
56,2.2954
57,2.3004
58,2.3138
59,2.3068
60,2.3051
61,2.2983
62,2.2912
63,2.2968
64,2.3121
65,2.2995
66,2.2981
67,2.2948
68,2.2996
69,2.2868
70,2.2946
71,2.2951
72,2.3022
73,2.3005
74,2.2966
75,2.2927
76,2.2997
77,2.3066
78,2.2974
79,2.2966
80,2.2968
81,2.2932
82,2.2989
83,2.3045
84,2.3032
85,2.3044
86,2.2973
87,2.311
88,2.303
89,2.2998
90,2.3007
91,2.3005
92,2.3007
93,2.3052
94,2.3062
95,2.2955
96,2.2979
97,2.2953
98,2.295
99,2.3024
100,2.3026
