Epochs,Loss
1,1.4465
2,1.3752
3,1.2824
4,1.6522
5,1.5413
6,1.3597
7,1.3174
8,1.2441
9,1.4274
10,1.171
11,1.2795
12,1.2437
13,1.2065
14,1.2799
15,1.5724
16,1.5357
17,1.3167
18,1.5717
19,1.5717
20,1.17
21,1.0969
22,1.316
23,1.1698
24,1.6085
25,1.243
26,1.2433
27,1.2429
28,1.4255
29,1.3525
30,1.3892
31,1.1333
32,1.2063
33,1.3161
34,1.3527
35,1.4988
36,1.2065
37,1.2795
38,1.3164
39,1.1696
40,1.2793
41,1.4256
42,1.389
43,1.389
44,1.4985
45,1.316
46,1.5351
47,1.1697
48,1.2793
49,1.1697
50,1.462
51,1.1697
52,1.3524
53,1.3158
54,1.3158
55,1.6082
56,1.0966
57,1.4256
58,1.5351
59,1.3891
60,1.2793
61,1.1696
62,1.4255
63,1.4255
64,1.5716
65,1.3523
66,1.3158
67,1.3158
68,1.3889
69,1.4255
70,1.3159
71,1.5351
72,1.6082
73,1.6813
74,1.0234
75,1.3159
76,1.4986
77,1.3159
78,1.3889
79,1.3889
80,1.3158
81,1.2061
82,1.4255
83,1.462
84,1.462
85,1.4255
86,1.3523
87,1.4985
88,1.4621
89,1.4621
90,1.0966
91,1.133
92,1.133
93,1.2792
94,1.2427
95,1.3524
96,1.133
97,1.4986
98,1.3158
99,1.3523
100,1.2061
