Epochs,Loss
1,2.3041
2,2.31
3,2.3031
4,2.3186
5,2.3013
6,2.2979
7,2.3071
8,2.3064
9,2.3186
10,2.3019
11,2.2981
12,2.306
13,2.3081
14,2.3008
15,2.3002
16,2.304
17,2.2977
18,2.3066
19,2.3072
20,2.3036
21,2.307
22,2.3069
23,2.3124
24,2.2998
25,2.3116
26,2.2998
27,2.2917
28,2.3164
29,2.3139
30,2.2968
31,2.3089
32,2.2993
33,2.2997
34,2.3041
35,2.3066
36,2.299
37,2.3133
38,2.3005
39,2.3042
40,2.3063
41,2.3159
42,2.3044
43,2.3014
44,2.3006
45,2.303
46,2.3053
47,2.2944
48,2.2984
49,2.3021
50,2.3016
51,2.3136
52,2.2988
53,2.2967
54,2.3158
55,2.3022
56,2.3029
57,2.3027
58,2.3037
59,2.3139
60,2.3103
61,2.303
62,2.302
63,2.2961
64,2.3063
65,2.2971
66,2.3023
67,2.3004
68,2.3083
69,2.3043
70,2.3081
71,2.2983
72,2.2979
73,2.295
74,2.3095
75,2.2988
76,2.299
77,2.2998
78,2.3075
79,2.316
80,2.3028
81,2.2995
82,2.3104
83,2.2992
84,2.307
85,2.2996
86,2.3046
87,2.2945
88,2.3054
89,2.3048
90,2.3221
91,2.3081
92,2.3023
93,2.3138
94,2.3058
95,2.3104
96,2.3106
97,2.3035
98,2.304
99,2.2999
100,2.3053
