Epochs,Loss
1,2.6716
2,2.308
3,2.1059
4,1.9988
5,2.0314
6,1.8064
7,1.9618
8,1.51
9,1.8344
10,1.6382
11,1.7341
12,1.462
13,1.5081
14,1.2773
15,1.249
16,1.275
17,1.4058
18,1.4662
19,1.4936
20,1.1004
21,1.0322
22,1.5897
23,1.2343
24,0.9428
25,1.058
26,1.3055
27,0.9539
28,1.0783
29,0.8588
30,1.1599
31,1.1312
32,0.9269
33,1.0524
34,1.1598
35,0.9785
36,1.1847
37,0.8072
38,0.9375
39,0.9266
40,0.8307
41,0.8922
42,0.9663
43,0.9992
44,0.7238
45,0.8329
46,0.942
47,0.6366
48,0.5655
49,0.725
50,0.484
51,0.7151
52,0.642
53,0.9136
54,0.8703
55,0.6399
56,0.5446
57,0.5219
58,0.6583
59,0.5215
60,0.3782
61,0.5275
62,0.2573
63,0.6146
64,0.5017
65,0.6733
66,0.5188
67,0.5327
68,0.5751
69,0.2821
70,0.5495
71,0.5073
72,0.37
73,0.7581
74,0.5858
75,0.4329
76,0.6418
77,0.4628
78,0.4958
79,0.5057
80,0.4459
81,0.7834
82,0.267
83,0.3999
84,0.3093
85,0.5235
86,0.3944
87,0.3974
88,0.4942
89,0.5143
90,0.2358
91,0.2882
92,0.3029
93,0.3896
94,0.1371
95,0.2891
96,0.3733
97,0.3199
98,0.2723
99,0.3934
100,0.2179
