Epochs,Loss
1,0.5061
2,0.8867
3,0.1666
4,0.2005
5,0.0767
6,0.1789
7,0.0521
8,0.1532
9,0.0807
10,0.0408
11,0.073
12,0.02
13,0.0786
14,0.0427
15,0.0439
16,0.0375
17,0.0409
18,0.0031
19,0.0039
20,0.0413
21,0.0397
22,0.0037
23,0.0101
24,0.0407
25,0.0379
26,0.0406
27,0.0049
28,0.0367
29,0.0017
30,0.0025
31,0.0392
32,0.0013
33,0.004
34,0.0404
35,0.0364
36,0.0027
37,0.0035
38,0.0022
39,0.036
40,0.002
41,0.0353
42,0.002
43,0.0013
44,0.0017
45,0.0011
46,0.001
47,0.0014
48,0.0351
49,0.0017
50,0.0009
51,0.0018
52,0.0007
53,0.0018
54,0.0024
55,0.0015
56,0.001
57,0.0009
58,0.0378
59,0.003
60,0.0028
61,0.0014
62,0.0013
63,0.0022
64,0.0015
65,0.0011
66,0.0016
67,0.0008
68,0.0006
69,0.0013
70,0.0013
71,0.0383
72,0.001
73,0.001
74,0.0008
75,0.0009
76,0.0005
77,0.0021
78,0.0009
79,0.0382
80,0.0009
81,0.0012
82,0.0019
83,0.0012
84,0.0008
85,0.0012
86,0.0373
87,0.0005
88,0.0008
89,0.0011
90,0.0011
91,0.0007
92,0.0006
93,0.0009
94,0.0008
95,0.0007
96,0.0004
97,0.0004
98,0.0008
99,0.0007
100,0.0003
