Epochs,Loss
1,1.3002
2,0.6889
3,0.647
4,0.7252
5,0.5327
6,0.6585
7,0.3482
8,0.5974
9,0.7324
10,0.5129
11,0.4138
12,0.7937
13,0.6458
14,0.4864
15,0.5363
16,0.4643
17,0.5291
18,0.3711
19,0.4814
20,0.5984
21,0.5358
22,0.3765
23,0.3546
24,0.6905
25,0.4944
26,0.5073
27,0.6435
28,0.568
29,0.78
30,0.4127
31,0.3833
32,0.4184
33,0.5172
34,0.53
35,0.3373
36,0.333
37,0.5599
38,0.7737
39,0.6662
40,0.5965
41,0.7032
42,0.4855
43,0.6718
44,0.5006
45,0.3706
46,0.2678
47,0.4087
48,0.6692
49,0.4062
50,0.6684
51,0.4427
52,0.4411
53,0.4409
54,0.5159
55,0.5164
56,0.4423
57,0.589
58,0.5892
59,0.5877
60,0.6613
61,0.6245
62,0.4046
63,0.6304
64,0.4773
65,0.5517
66,0.6248
67,0.6617
68,0.5498
69,0.515
70,0.5507
71,0.6248
72,0.6261
73,0.404
74,0.5504
75,0.4055
76,0.5144
77,0.5138
78,0.4428
79,0.4403
80,0.3308
81,0.4409
82,0.5147
83,0.5148
84,0.5132
85,0.3672
86,0.3674
87,0.5864
88,0.8052
89,0.5505
90,0.4403
91,0.4416
92,0.477
93,0.5137
94,0.5497
95,0.3674
96,0.5501
97,0.441
98,0.5861
99,0.6226
100,0.5129
