Epochs,Loss
1,0.7175
2,0.5106
3,0.4148
4,0.351
5,0.3971
6,0.3321
7,0.4132
8,0.3917
9,0.4261
10,0.3231
11,0.3347
12,0.5746
13,0.3226
14,0.4002
15,0.2538
16,0.2904
17,0.3138
18,0.1261
19,0.0334
20,0.1563
21,0.0405
22,0.066
23,0.111
24,0.0197
25,0.0776
26,0.0185
27,0.0199
28,0.021
29,0.0097
30,0.017
31,0.0741
32,0.0116
33,0.01
34,0.0052
35,0.004
36,0.0157
37,0.01
38,0.0095
39,0.0138
40,0.0043
41,0.006
42,0.0081
43,0.0076
44,0.0092
45,0.0062
46,0.0087
47,0.0039
48,0.0035
49,0.0023
50,0.0022
51,0.0056
52,0.0018
53,0.0091
54,0.0047
55,0.0037
56,0.0052
57,0.0048
58,0.004
59,0.0032
60,0.0022
61,0.0051
62,0.0048
63,0.0027
64,0.0041
65,0.0043
66,0.0029
67,0.0034
68,0.0064
69,0.0058
70,0.0023
71,0.0023
72,0.0034
73,0.0031
74,0.0034
75,0.002
76,0.0475
77,0.0033
78,0.0013
79,0.0028
80,0.0029
81,0.0018
82,0.0391
83,0.0019
84,0.0024
85,0.002
86,0.0031
87,0.0022
88,0.0027
89,0.0028
90,0.0442
91,0.0026
92,0.0015
93,0.0012
94,0.0028
95,0.0027
96,0.0031
97,0.0025
98,0.0033
99,0.0016
100,0.0013
